src,dst
5786,14299
34052,35064
30280,48798
44015,47994
33647,43646
7273,32059
8468,43753
500,40880
12663,31842
5931,20315
7273,19227
7550,17815
13590,38648
17976,25551
30582,34052
46183,49873
31111,39277
8489,35181
13670,20103
3223,46953
2101,46095
10433,25301
7581,43142
22113,42682
34905,49653
44898,48462
27901,39882
45493,45639
11110,11930
28419,44948
39778,46473
3706,40132
14911,18559
20087,40078
3578,40886
18898,35746
8183,20737
6624,24042
31225,44078
19104,35622
14633,45383
34542,47507
9143,38980
6417,49937
15971,44553
4451,11589
15032,24154
8395,37774
23053,39870
462,30923
13337,39649
2324,25175
8087,36840
9970,19137
6236,23529
2415,47924
30457,31266
33006,38499
4442,49568
909,30861
34877,46800
23535,48662
13451,36903
36277,49100
12235,24332
21735,42456
228,30877
21172,43282
19613,40171
6390,46977
3217,42546
21362,40373
2899,31125
30223,37636
4567,27763
459,6839
7054,9235
35206,45928
14287,41689
17277,46413
28418,30305
42020,42743
5653,32347
32243,48662
44278,46794
11221,37128
17006,27641
42292,48534
7459,45134
26912,40037
6029,44123
33202,44803
23421,30601
5680,33389
4977,48922
5433,7848
18601,40208
12838,44758
30419,34141
2967,34800
890,25842
8255,36558
4267,26316
17432,49333
20175,30768
4081,27846
5486,43322
5269,39123
40781,44309
31137,39238
34363,46713
22657,28111
9530,24799
6259,30413
6445,20215
28139,30866
6723,28073
11418,47067
20345,25702
4978,35160
12824,17102
33680,33824
12998,18975
25174,27892
35415,48680
11983,32701
15587,45986
43997,47282
29093,38714
23647,45415
21940,41652
6057,9903
20750,23886
18783,31338
5406,15046
12655,48033
26108,44133
3150,23149
33842,40194
21151,34029
14671,41971
14640,40406
3397,16610
27642,48907
15200,44944
22757,40369
975,27619
11718,20510
14446,34124
14383,17560
28458,38324
29755,43909
20398,42278
6756,42492
31894,40132
2357,31218
768,2601
7187,9467
13667,36988
23275,35986
28414,34238
6623,36486
20753,26412
12165,30247
17051,28807
32921,40349
10082,38470
4064,19116
39114,45182
27383,47461
20190,24205
6432,34639
28906,31667
22799,42823
10439,18513
3552,10081
32798,44830
19155,42190
283,14987
7393,36488
14144,48819
9130,13298
12309,27343
25030,48434
12859,37609
6890,31703
24631,28915
33720,41843
27249,34787
7475,28192
7233,44874
22314,38994
5270,30568
16213,30717
1929,11277
2949,24690
23099,46094
32932,43490
32096,36802
6844,15493
13592,21137
29886,45250
15900,23023
22556,48326
5783,9626
10854,39265
9138,12785
5225,14960
45657,46206
14808,24259
21181,24364
2041,25454
7742,42657
12628,47633
4850,25636
17705,36339
28529,35076
42532,47858
21935,39698
6308,41123
20838,40590
36619,43015
10127,45702
28621,47847
26121,48420
2852,40541
10123,48212
29447,41015
26940,32473
11673,44821
21537,28698
27238,33069
2393,28134
30813,34282
7242,15515
15810,15909
5100,5408
18896,27511
28065,29091
2617,37641
33079,45364
13380,44770
151,35546
28,7597
42569,49968
20661,44461
41237,45328
28342,31062
6186,26207
5522,26227
12156,24387
28843,45573
13085,31266
18978,26762
17174,35898
18002,47606
3461,8353
2681,11396
20832,35833
26783,41133
3839,47374
793,9507
2507,42734
29143,45461
20928,23463
10340,10481
7034,29872
27488,29056
19748,41848
10174,24741
24137,39602
9228,43522
23041,31297
17309,43828
12855,19261
16257,42211
9310,26558
16720,30601
36198,48754
8223,47386
40768,42382
25744,35964
15962,47955
712,16873
3821,12429
31368,38425
8764,17939
14584,17306
1478,14871
26856,45152
29241,41431
13891,16561
8513,40170
26205,43879
19347,39595
34942,49966
3437,35070
1852,43570
13805,33002
15700,30400
18443,38630
29401,39811
29774,45277
24008,38976
2104,47174
18997,32773
38702,47145
6575,18165
26674,45296
11805,22951
19738,39601
20757,33164
1069,42528
3551,23656
19367,41351
10329,37810
11082,36327
22594,38848
9520,22365
24311,30467
11422,32231
125,25168
14319,40928
22963,46824
32177,41731
3007,22253
7080,15075
16373,48936
16774,30032
16744,37737
23373,41969
16082,22342
17518,37131
18102,46981
29869,44359
7981,13463
13212,38099
23425,32710
13862,33485
38426,44594
17877,28554
16227,18909
15796,39102
1696,28639
8571,40474
14197,45260
28173,47551
40996,49671
3902,43080
4271,22009
16499,26952
17842,45714
45610,49987
19960,37677
7753,20779
866,5931
38213,39009
2708,14992
28507,37224
15802,28717
31183,46484
7317,20599
16489,39446
10982,12660
17744,45529
40244,41526
15279,30073
960,43658
10321,10699
6159,40463
6867,16606
32272,34747
2606,23733
1642,34795
32882,45818
4119,11415
2565,15064
18624,31763
3878,43783
8355,43636
32569,34741
5058,12566
3319,29267
919,21376
26759,43609
19305,38513
29795,44544
14045,41432
7488,28186
14363,40021
7816,40325
12307,19108
25397,29708
5105,15014
14134,20721
15973,20439
1935,15018
13606,43233
5883,34529
19892,25626
9488,15205
10083,22962
13851,18154
9902,27088
11038,11814
24188,45820
26454,44851
22933,43120
173,10043
8300,29942
13253,36140
11451,42693
2076,29179
7032,46228
36786,40093
8111,30420
34669,38152
17976,42815
7577,43318
1476,35041
21775,24488
13934,30058
25133,40750
17261,44755
23455,42643
12714,39245
17437,29705
6146,32256
27937,30008
20401,26792
18970,47810
19859,22079
15915,24941
25973,35479
19092,49493
30706,33043
14797,41952
36855,37604
21263,41467
36392,39765
14690,40550
6806,6823
9142,13763
17142,18803
21103,47601
26,48438
3381,5554
25396,38477
206,18046
37994,38035
9605,34583
24457,27877
31672,48448
30108,40829
1976,9676
43812,44876
13179,29909
3693,30342
20842,26484
3405,40263
2249,26989
11994,28702
16880,40094
9431,16875
3618,34140
9507,38562
28432,49561
3462,33600
162,27142
9846,41411
21285,28932
22418,43912
35730,42059
33125,37146
11086,40046
45230,47351
9380,45553
3458,45909
25177,35679
7221,34341
23774,45159
6284,7599
13533,47002
13124,22631
38282,44278
2941,21446
23024,48044
14437,25686
30240,36006
11746,14613
6737,14899
8511,44767
2167,37486
23015,40761
27559,35420
18682,39906
16628,25482
5921,15252
22676,46930
14022,33930
2220,43913
10142,20777
15750,29121
8967,37254
17939,48843
6316,25580
1764,13310
25518,41583
14350,30204
5286,21278
8870,13909
591,41911
17274,30144
18791,40199
25914,32134
6342,39983
16398,48940
46515,47583
1816,9686
1140,42126
23048,41217
9394,26337
17876,33403
23643,29726
17291,17666
8606,47232
827,47264
20157,43265
11841,49508
11867,44313
565,36906
14262,45444
10995,12304
36360,37462
24473,27150
1508,34766
4110,26576
9933,16415
2872,28741
11800,27226
1833,10390
45004,46741
14445,41337
7320,32737
5231,40014
17523,22496
11980,48512
13565,31344
12005,14799
13727,35809
6002,29688
5530,30632
11478,25081
8039,11671
21334,39642
33505,44051
24117,47271
8946,31034
189,17155
1039,9189
11556,29875
34023,37066
8670,31136
4182,8493
18658,23185
28927,40359
23732,44427
291,43446
13890,45033
29738,42264
26707,35287
22201,23362
2862,23111
15852,24405
12827,14210
17339,29333
14756,32315
13756,39556
463,34289
24620,29024
23129,42821
18269,26234
19294,39991
20047,38508
18550,38527
15117,38895
22252,39515
27538,29149
3841,13461
16547,18406
9768,48912
27943,36782
29463,49764
33419,38591
22608,39335
509,24434
14307,33778
8948,20476
782,23280
16101,40169
2663,38685
12888,13708
29616,46946
40934,42054
27398,44199
24623,41349
3745,45779
1689,29030
777,31954
8150,11986
30434,32302
5161,16532
21942,47179
35003,38510
16329,38841
14827,38516
4193,45538
10330,47056
1563,26073
42059,45438
11967,19498
1946,19395
7890,33350
23415,27484
21713,34645
8761,13429
37294,42674
19589,45119
29988,38200
4747,43845
5798,10528
34033,36144
4967,46063
6732,49050
41223,48549
39826,40104
754,20427
6419,37973
686,45398
11618,47610
44572,47729
18208,26250
24968,27747
23482,48304
22512,45588
12137,43479
2892,36427
6885,40597
4769,25295
32368,47317
24369,49295
22133,29727
10772,24369
2081,37905
28077,43682
30308,45910
10178,23630
16269,20639
7180,36758
8056,46228
7399,35341
4564,14690
2667,34215
12132,26489
6281,22524
1288,29759
37302,48927
19197,31251
12128,42962
4529,19018
3785,34550
2508,43203
545,35313
25376,44322
15014,24705
18972,38488
9288,46850
2683,35098
13860,25063
2525,20926
8666,42565
1300,4105
1526,15937
4047,41124
16901,42557
15282,38641
11857,21157
21818,46846
19979,27880
1992,27229
1418,11681
7464,35712
834,5214
5161,8506
3163,20809
7801,35105
22871,41868
13248,29006
11562,26120
8766,24645
23358,29154
5725,33165
12441,17394
9229,13035
4448,28986
17237,22854
13990,29616
10160,14298
15761,33549
6458,27273
6925,48616
1405,10291
20743,26155
26338,29376
36886,45211
46853,49215
2615,45678
28384,35988
12710,41731
8435,15217
12886,13849
19606,24615
18043,36846
7113,17711
11112,37911
1334,40976
41855,45876
3164,13813
2820,14003
29693,49100
22283,34477
30898,34717
5025,15010
18237,49894
273,35109
6708,29676
31774,41935
26535,35151
20509,39291
324,31664
4384,37056
2755,21872
1949,36526
25006,46966
10061,13514
32298,33984
17219,33551
12839,14383
15455,22838
4215,16309
20624,46596
40295,45896
13512,22770
28767,47780
25842,44205
8318,42524
6231,32878
35461,38077
12271,40879
2085,35259
5747,16469
39524,42262
9312,34687
17548,38314
188,18540
10263,38881
24618,27205
869,9075
33514,43902
2299,7834
5874,44510
9765,25772
2829,26493
11545,33955
23393,33015
8052,37278
7265,13513
6684,30729
5146,28495
14241,19738
20370,41360
46209,47907
47785,47989
28403,30298
388,38199
12530,34700
5895,45737
1190,19639
4284,48852
40714,46795
7023,43377
38858,49325
12858,23427
38356,45142
2184,11802
11401,46607
11859,34653
9208,22979
25431,25749
19176,42669
15848,34917
14849,42760
3912,16792
36471,39013
12588,37687
8923,19962
7522,31023
31112,37762
27309,49931
7799,10363
35929,44099
22986,24881
8142,36366
21986,25706
8354,27389
24840,30569
5852,12805
8005,32870
1560,24783
43403,47568
8124,21450
7452,32132
10585,39416
4884,15797
16435,31078
26829,30231
7314,32198
23219,25799
20921,44980
38502,40779
13227,34008
69,48379
9247,34961
10025,19013
2895,16485
9595,42060
15427,21839
4180,43910
15652,20237
679,40202
9770,46787
1402,30209
30593,47531
13684,28218
3070,20431
15251,29692
3766,28994
9149,47608
36129,41477
6520,37413
6965,31613
6657,27296
14021,35158
4716,33717
32977,47722
34469,36779
21615,22514
1608,24019
18626,24808
22980,38591
5485,42566
29987,33549
375,12218
36710,47242
9038,49847
9726,49467
43308,49909
6876,27784
18084,23478
16073,35519
8589,28329
1219,39900
12022,44176
37853,39528
4600,31448
18145,49768
25236,33120
14935,34158
28513,41284
17398,48033
809,22474
805,31400
5503,7278
14843,34569
11895,45532
6780,34088
6221,25988
1607,12840
7764,15764
10855,21294
45306,48529
2376,8857
6735,20732
17761,46745
19936,32826
1689,34722
43,9735
23945,47328
12865,31632
5149,6349
4246,40318
2191,10208
15752,29061
263,24004
10800,29881
341,6167
27648,44754
30258,37179
16692,49281
19856,49462
20881,21340
20885,37297
17123,43051
22158,24738
29685,40700
21569,37175
12939,23071
26424,34170
7090,34263
13775,16927
29570,46577
6623,41967
1116,25761
1731,8129
9043,15801
952,26858
3043,8330
12781,18698
13031,42258
5460,13192
13525,25797
3971,17990
16704,33426
6657,44934
10764,43756
18908,31579
9685,16207
8946,25667
14196,15644
25809,31803
25789,46612
14140,24380
21453,39070
5208,15573
7757,14138
21195,44669
190,34240
4394,49210
17084,22693
38478,40222
11264,37289
18828,22551
2522,18026
5697,45161
3165,24319
14676,17570
34358,43824
23744,36037
22775,42591
8900,45270
6958,38257
6378,29280
20941,23969
2258,28718
4374,37604
20059,33151
6655,37667
37398,39216
18284,35111
15399,43390
18092,37570
6359,46192
11620,14828
26812,29690
16004,41285
8878,12835
19434,33449
28303,41907
1844,39816
16070,26040
4695,28920
10031,47688
18461,29681
5013,27509
19983,40080
13759,14434
34902,47428
29346,49073
2680,49887
4228,23792
7561,12640
30280,39300
16773,47101
10051,36262
42447,43967
8128,48150
8467,41200
1736,45359
29187,41065
39519,43504
17702,27535
14340,26615
2691,44010
10910,44250
30332,39840
13468,42901
13987,22555
16442,30907
8827,12846
7233,25764
20216,29297
24634,39123
18067,29353
14268,22016
14986,40726
7069,18193
23350,30767
18868,19990
8951,47032
12515,14875
1584,21933
3886,22873
38628,44622
23873,29761
26385,32231
20263,23077
13956,39807
42213,44271
7404,39767
7316,44084
20632,31053
14044,22658
38993,46440
7306,24148
8734,21326
5300,42949
11131,13458
24544,29407
22181,30443
37722,45459
20751,25268
14116,40469
32913,36007
37682,39644
23986,40376
17228,27628
6497,12086
2138,29258
5339,9319
11958,12863
34563,49035
17131,21279
1011,44271
16639,43448
43096,43958
20340,43834
1371,16698
14824,48261
19213,46015
32688,43594
3428,39684
2218,43143
11083,25064
8062,12359
23007,49975
15471,42595
16621,21335
8723,30535
11078,40935
16773,42108
39744,46358
23941,27370
22316,45139
30896,46324
11266,25121
17358,22732
12975,28176
13447,49863
3849,28952
13863,15806
16333,25190
22707,38729
1383,20441
7383,10916
6763,28204
18222,21265
3194,17357
18749,36997
12054,40813
25758,40696
477,17895
4654,24626
3070,38232
13582,39326
20883,26460
16124,17095
7572,31167
7074,45974
158,25470
8414,41053
10690,40772
27764,28661
14500,22634
16069,49064
16150,48494
3293,23378
3746,48021
45998,47656
12886,31113
8531,32943
19224,38579
11162,19829
4102,29374
24427,32874
9208,38820
1329,45064
16833,38321
30713,33734
10225,15718
14301,15227
34389,42169
4573,34594
18691,22251
17541,37095
3820,16829
10717,38811
8672,9389
26411,41991
30638,47331
34313,46496
5554,28050
24290,48976
22638,45674
36616,37458
28234,29118
5492,49803
6315,7237
2411,42709
9898,19645
2279,16926
2305,5315
1679,12208
16999,48947
7526,39062
100,30322
4078,33460
7187,29016
29069,33302
11144,37693
20507,29690
5632,46026
23875,40224
15876,35786
13851,33434
33793,49247
4531,13965
32986,48215
27541,28723
1106,25528
7521,47736
7181,26168
27091,43978
204,20472
12288,49048
1015,41625
5397,14079
41751,48399
18407,28103
1789,45183
49006,49121
14647,31274
19693,33499
2127,45178
14951,25269
12397,36159
503,30338
39325,42670
8418,46382
2475,45861
234,19533
28769,38271
6732,30664
5148,12971
21109,26883
688,3673
4492,33985
24163,39701
5759,36695
18018,34535
37255,43177
32861,38663
14966,22517
18022,48240
40799,42825
6215,16000
17960,40946
22626,30872
15828,37973
27010,28282
33169,39947
16543,39416
23479,25863
15859,49337
18725,33057
7118,30676
30411,31035
6795,8331
22304,41559
10534,31078
6422,12664
2345,32932
30536,32612
11051,20458
10370,46138
20455,25288
22572,45696
18651,40840
4475,8690
160,7667
583,5326
22286,49274
27824,29330
12042,33850
38460,49185
12914,33779
520,11393
4118,37665
5654,9301
12606,23046
1988,30601
1306,40595
1300,47196
8181,29018
37412,49903
4127,24572
21805,42935
38155,47732
24363,41586
8208,11593
22408,44891
29958,44807
76,49444
4090,6196
8894,31519
38391,43286
15519,48841
37396,48619
2290,35453
7418,17331
43647,47041
33715,43223
7907,29573
14611,39806
11546,16249
38017,48148
17720,33110
4271,17504
3424,25741
11768,37007
3337,39328
40962,42549
12942,14643
16349,42101
25329,40776
15685,35705
18827,32155
41424,44300
5141,27159
28364,48626
18736,48252
1589,30279
20236,42088
11286,34230
36378,47710
11071,25940
43229,47817
14038,40294
17961,32391
30302,41183
27160,42481
7298,33787
11247,18437
17260,20451
26093,33416
13338,31208
42651,44578
7959,39131
6984,29655
10881,33363
2134,7340
12959,32343
18065,41789
31958,48741
1565,34015
15204,26333
27099,41424
37204,47644
11308,31895
4827,17735
20922,34091
6386,47641
3216,14434
1011,36058
27781,45393
4001,34366
15349,19517
37646,44956
29520,34327
18588,21535
28582,33778
11995,46007
18466,42483
13578,41598
25614,26369
28423,39383
21546,38055
19056,49896
1529,28292
1095,28966
7597,24755
7345,43001
8833,9685
8837,32058
21687,23950
6196,25236
1336,21481
23804,31526
14538,47009
16268,28310
1669,27548
5422,48473
13108,35418
38252,42672
10210,33666
6037,47056
14488,23510
22178,36992
22706,37111
15800,17295
13529,46967
11576,39765
37617,38899
17107,17152
6838,29025
7428,32274
21426,38296
9875,10183
37110,40788
15408,28741
3876,34613
29461,32942
1400,2783
34906,39602
30854,45405
10874,15522
6573,42498
28425,48073
18488,27696
32907,35438
10961,34365
57,10035
8671,23636
14531,22402
21565,47099
6563,48576
42444,45523
18386,49269
7138,18713
3104,28475
18730,29831
10036,23848
11788,49985
23586,36096
17325,24154
10159,15553
3185,27124
2697,46783
6979,27701
23115,39894
22393,34274
10994,29186
35453,35583
17066,48022
18465,41052
4277,39070
20643,37984
28198,38244
17559,44922
14163,39510
24099,31369
10092,27513
345,25727
2357,10124
24910,46106
10928,21369
6790,20982
28823,31099
10333,11360
30125,43444
19210,25341
8907,32722
8509,48137
13503,33987
34646,47733
3043,30050
7899,13684
6381,12826
8807,9106
41271,48059
26757,36293
8682,33543
38437,47258
10672,43256
30751,36901
4823,35200
12908,39412
6675,22348
17263,24750
10765,49082
11918,38673
13134,44828
16882,32228
3095,20010
11909,28007
22651,47091
6076,20484
33589,34064
21338,41003
36489,43032
24944,30949
24999,35574
4310,49325
24200,40065
22134,35460
9316,16688
43549,47450
14053,40789
9156,13023
23811,29932
22038,38381
6070,17636
37827,41421
31768,32646
4548,25704
17925,39744
10754,17967
44777,47199
23735,27843
9456,48374
7127,26363
1215,27407
14030,16080
3662,11732
25359,39650
2851,26042
33421,47820
4292,47591
1519,21402
1329,44690
17604,37070
6246,44815
31294,38775
16084,40303
37682,44076
267,25389
10153,36409
23945,31975
12246,49253
2903,19035
16065,18369
11026,45608
3310,13909
11430,33391
32919,47020
18902,36060
8689,22201
17708,27220
3899,11271
22999,33413
8401,29089
43486,45542
17994,43240
6504,42198
13601,28748
14246,36622
20070,29315
28039,45622
18452,41085
42486,49750
14345,29431
146,495
556,14888
6484,7961
17923,22247
9018,47343
13719,34072
4012,47900
26907,28211
19432,41486
11623,20176
8106,18187
35591,43305
29433,34494
5366,30607
39011,47613
15315,16312
44355,47051
23789,27624
34223,48807
34773,46241
23370,25196
18028,37882
10455,19323
12639,38701
28753,40777
29718,43149
21980,49598
36044,49824
44910,45179
26306,40451
18233,25455
13552,15249
14434,22282
18880,22822
21254,23076
3046,44148
25083,38923
35948,39913
37443,39821
35872,40857
38764,49210
6461,28864
4815,48008
24079,29426
34138,49234
10686,27715
13143,16892
22679,36925
36436,39852
26966,40818
20807,22737
21336,34378
32349,40184
2217,23513
25033,35022
5356,38159
17841,18784
16290,35536
7068,16602
11145,31797
41805,44423
28634,40839
34453,39604
8453,11454
40190,43632
26863,33873
25834,39622
1309,34857
28382,37585
17769,45484
41924,49218
14810,40073
15938,44129
2916,21420
44728,44892
17518,22453
3628,13520
17046,23397
31372,45692
19282,36549
13810,44281
8140,19975
22127,38640
15646,30896
1983,26850
38735,49919
23900,39990
41293,48570
32260,45373
1964,9080
2659,4209
40606,45388
27957,34561
4892,6510
6834,13523
4377,46977
6392,48641
1190,21737
11931,25135
34029,46981
10593,46344
35777,44329
43499,43763
11766,14710
4887,15965
9684,11824
27747,40578
32294,41924
16715,29834
11504,46201
16689,35029
3117,31101
32978,48218
13397,29186
42467,49968
12208,31270
37639,44216
6008,6772
7850,9417
26517,41880
1953,17939
33932,37599
16187,47061
15372,30670
25298,44472
4251,18356
7492,20447
17673,48354
6937,32468
8671,44470
5687,49360
12936,40468
9949,38671
1196,9450
2389,27487
8213,37176
19603,27434
9763,16789
9922,33815
8231,30585
27243,34413
27832,44607
25196,38129
36011,45448
30484,39887
16661,38592
11867,49420
15445,32437
3391,18787
32406,34944
18738,24138
20969,24114
9765,13078
27929,44890
28514,47795
11087,33215
3239,41024
8380,34441
22844,23489
23989,37348
4198,14534
15938,39136
134,48593
33586,36157
2304,47162
2438,43190
505,21179
19728,38059
17747,46559
31680,34436
9888,20998
39494,47422
39678,49983
3114,49596
14165,46804
15458,25852
16558,47862
3562,19958
26794,32843
2070,18069
29055,47745
5521,40157
12961,34243
13391,40243
25163,37965
10844,45134
15975,37863
35930,36168
30367,41530
480,12612
6049,21028
23851,28315
9664,44271
29953,45862
18992,27414
1092,4508
41124,48844
30937,40370
10002,44266
18950,21526
29660,29775
31137,40401
20693,47577
7831,15701
7475,31315
11449,49795
2363,30722
1702,35177
3507,28895
5093,33829
16079,24980
1950,8861
46406,47754
2323,47538
7928,9568
14501,39532
12902,45690
19342,47017
28494,38794
10480,21236
15203,18112
1448,20893
37297,48884
764,37230
40235,47002
28925,44615
19588,28175
1253,30224
18126,41212
13425,48067
17152,47422
14159,25431
12671,14616
31314,35351
22532,42353
3300,21223
17681,33399
32159,43256
690,38597
41589,49307
27675,41478
27269,47206
997,3816
20885,49194
3740,31294
18118,43199
22337,38852
15929,33276
23368,42975
2669,43206
7119,26152
2942,13005
35131,36447
1988,20591
19718,32728
5219,15578
26902,34738
12590,31000
5499,41232
13483,31806
14634,23980
12591,33854
23604,46076
10147,12859
27338,28852
20364,34007
14202,46954
2553,22470
35081,45378
20667,20984
14889,28636
21728,30234
6444,35031
9131,39946
1150,31950
21923,46917
13083,37699
3831,3839
14817,39121
7074,45226
21751,34567
35927,49721
10957,37924
6036,40309
12147,42858
16588,47218
12268,28855
25053,44481
7779,33149
8038,41711
22432,41317
35942,37951
247,33058
21257,35163
7708,15189
22,44459
11881,18014
14861,22050
5836,30048
13240,18061
26345,29693
35276,45445
263,17726
2318,35004
1048,31242
47040,48187
6145,11555
6457,29577
12122,47123
25699,38563
602,14159
10595,12968
9164,44566
14010,23348
7240,49436
2002,20623
16820,45632
32971,46836
27367,45781
24227,44496
39846,48091
17122,45970
8964,11674
25768,32691
24245,31489
38539,38785
4520,29674
22474,30939
1844,26049
27203,37429
46185,48962
14776,45108
10452,35671
21778,41974
9914,15616
23046,29071
11817,32500
23548,30221
34416,39810
8889,9406
24573,31146
17227,46521
22984,44408
11785,33716
19524,40701
14418,20675
17036,37127
19348,38755
30728,32489
20171,25236
10879,31170
32157,40445
19083,23962
27280,43102
11842,24801
36837,44764
7070,32944
1687,7914
13383,19412
12608,22799
8593,43945
5103,14732
32311,41262
16209,16565
27206,30506
2029,21614
349,32506
29887,44274
17494,37574
13449,37378
33824,40995
37476,44118
28724,34747
28071,39817
38435,40259
31826,39685
16889,17428
13004,39364
38778,40598
4872,12705
45582,49557
27874,38899
18654,23798
16669,47640
7078,10150
9191,37232
18633,45552
2857,43471
4396,13126
17584,20097
40574,49664
1842,17600
40287,43972
9585,15659
10929,33111
10841,37428
11425,18231
13323,34771
9283,24339
27701,40260
31878,46991
16086,17612
20102,45363
1649,36803
5438,37036
26516,45469
16078,22632
19291,40425
1383,6324
40980,46568
1337,48959
32879,48269
26594,31015
26814,29069
8537,16039
17104,42626
4444,42190
24260,37707
30182,37351
7868,26992
22215,43748
18692,25729
41936,48073
286,10599
2403,44970
26369,35219
10694,40360
30415,48849
7343,26797
38352,39577
16098,40603
19370,42007
18437,44054
20853,33230
36379,40798
10397,26783
21351,43306
15562,46635
11890,45489
18149,44526
8923,11887
43634,44903
36805,46275
3258,16972
10794,13772
6333,8036
22176,46802
33917,38795
19407,47150
24452,33689
13614,32610
43658,47182
37860,38714
19852,41350
19284,48248
29802,42741
8175,33312
41264,42489
1751,6854
12964,44771
32350,34288
11928,43687
1064,5924
7478,47909
26064,36811
29955,49372
3868,41225
16757,22465
3146,41240
37610,38135
25993,35066
29981,38892
18794,37659
4203,33752
15784,28496
7623,38060
23218,37851
5843,17045
41211,48116
6124,35754
27982,28312
1991,29295
14930,15560
34017,38221
1890,9241
10134,30479
7176,34338
3850,28911
35852,44613
1766,36532
20379,35925
23522,48061
36654,45301
35465,36805
26348,35415
8234,13489
23025,28007
3848,13754
10033,26640
11838,20358
18687,33224
43973,47701
11874,23398
1004,5068
3296,5320
16914,32224
32691,49991
999,27355
16693,43367
26585,30790
26872,34230
18000,43224
3424,26416
17612,19730
11305,36460
9060,29638
273,23464
41868,49153
38664,49573
47155,48057
10297,33637
523,21360
21505,22915
13214,21109
11353,36127
21853,42846
5757,46267
586,12260
35507,36226
30206,39144
3318,6368
5532,18041
9265,27010
26011,31807
13531,45110
46212,46383
5025,32762
13997,37935
6245,10743
1478,19230
1853,18353
12127,42287
8455,41141
42275,43626
37104,47334
26094,43711
31720,48497
13733,45594
27463,44446
6887,37163
39877,41443
15349,17159
13610,40276
29632,45796
34334,48211
4008,28291
21964,23213
7934,24823
